"click_page_details_name","click_page_details_record","click_page_details_current_streak","click_page_details_age","click_page_details_dob","click_page_details_class","click_page_details_height","click_page_details_reach","click_page_details_last_fight","click_page_details_gym","click_page_details_gym_url","click_page_details_opponent_name","click_page_details_opponent_result","click_page_details_opponent_result_url","click_page_details_opponent_fight_date"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Kostantinos Belegratis","Loss · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/435093-efl-fight-night-1-kostantinos-belegratis-vs-giannis-nikas","2019.06.01"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Theodoros Torlaxidis","Win · KO/TKO · 1:45 · R1","https://www.tapology.com/fightcenter/bouts/430901-corinthian-pro-mma-3-giannis-nikas-vs-theodoros-torlaxidis","2019.05.04"
"Ioannis Nikas","3-14-0 (Win-Loss-Draw)","4 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Savio Lamellari","Win · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/373986-corinthian-pro-mma-2-savio-lamellari-vs-giannis-nikas","2018.06.30"
"Labis Flindris","0-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","February 22, 2020","","","Yoan Petrov","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/518991-octagon-fighting-5-yoan-petrov-vs-labis-flindris","2020.10.24"
"Labis Flindris","0-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","February 22, 2020","","","Kostas Karafyllidis","Loss · Punches · 0:42 · R3","https://www.tapology.com/fightcenter/bouts/481879-mma-challenge-pro-10-kostas-karafyllidis-vs-labis-flindris","2020.02.22"
"Labis Flindris","0-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","February 22, 2020","","","Aristokratis Papadopoulos","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/458646-octagon-fighting-3-aris-papadopoulos-vs-flindris-lampis","2019.10.05"
"Labis Flindris","0-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","February 22, 2020","","","Panagiotis Kousis","Win · Armbar · 1:39 · R1","https://www.tapology.com/fightcenter/bouts/476007-mma-throwdown-championship-5-labis-flindris-vs-panagiotis-kousis","2019.12.15"
"Alexandros Alevras","0-1-0 (Win-Loss-Draw)","1 Loss","","","Welterweight","N/A","N/A","October 24, 2020","","","Georgios Kaisidis","Loss · Kimura · 2:12 · R1","https://www.tapology.com/fightcenter/bouts/534052-octagon-fighting-5-georgios-kaisidis-vs-alexandros-alevras","2020.10.24"
"Aristokratis Papadopoulos","0-1-0 (Win-Loss-Draw)","1 Loss","33","1988.02.29","Welterweight","N/A","N/A","October 24, 2020","","","Evangelos Zafeiris","Loss · Corner Stoppage · 4:21 · R3","https://www.tapology.com/fightcenter/bouts/534049-octagon-fighting-5-vangelis-zafeiris-vs-aristokratis-papadopoulos","2020.10.24"
"Aristokratis Papadopoulos","0-1-0 (Win-Loss-Draw)","1 Loss","33","1988.02.29","Welterweight","N/A","N/A","October 24, 2020","","","Labis Flindris","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/458646-octagon-fighting-3-aris-papadopoulos-vs-flindris-lampis","2019.10.05"
"Giannis Stavridis","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Kodjo Bowel","Loss · KO/TKO · 3:32 · R1","https://www.tapology.com/fightcenter/bouts/602569-quest-mma-2-1-kodjo-bowel-vs-giannis-stavridis","2021.10.16"
"Giannis Stavridis","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 16, 2021","","","Pepi Ivanov","Loss · Decision","https://www.tapology.com/fightcenter/bouts/371812-rfnruse-fight-night-3-pepi-the-pitbull-ivanov-vs-giannis-stavridis","2018.03.31"
"Yoan Petrov","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 24, 2020","","","Labis Flindris","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/518991-octagon-fighting-5-yoan-petrov-vs-labis-flindris","2020.10.24"
"Yoan Petrov","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 24, 2020","","","Sarantis Nikoglou","Cancelled Bout","https://www.tapology.com/fightcenter/bouts/525162-octagon-fighting-5-yoan-petrov-vs-sarantis-nikoglou","2020.10.24"
"Yoan Petrov","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 24, 2020","","","Georgios Kougioumtzidis","Loss · Decision · Unanimous","https://www.tapology.com/fightcenter/bouts/534042-octagon-fighting-5-georgios-kougioumtsidis-vs-yoan-petrov","2020.10.24"
"Yoan Petrov","0-2-0 (Win-Loss-Draw)","2 Losses","","","Welterweight","N/A","N/A","October 24, 2020","","","Emil Tepavicharov","Loss · Triangle Choke · 3:12 · R1","https://www.tapology.com/fightcenter/bouts/479539-isfa-final-conflict-2019-emil-tepavicharov-vs-yoan-petrov","2019.11.16"
